Record_ID,URL_Limo,Date_1,Date_2,Note_on_Content,ENGcontent,Source_of_Illustration,Main_Title,RoundedDate,PlaceName1,Lat1,Long1,Local_Uniform_Title_Category,Object,Local_Subj_Building_Type,Local_Subj_Building,Local_Subj_Street,Local_Subj_Pano,Local_Subj_Event,Creator_Name1,Creator_Name 2,Creator_Name_$a3,Local_Uniform_Title_City1,URL_Digital_Object,URL_Thumbnail,Physical_Original
9984688790101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9984688790101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",18uu,\\\\,$a Gezicht op het klooster van de Ongeschoeide Karmelietessen.,$a View of the convent of the Discalced Carmelites.,"$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.",$a Le Couvent des Carmélites Déchaussées dites Théresiennes,18,Klooster der Ongeschoeide Karmelieten,50.87262,4.6994,Religious buildings,,$a VoL Building type$x monastery°°° $a VoL Building type$x churches (church buildings),,"$a VoL Street$x Leuven, Tiensestraat",,,"$a Joos, A.°°° $4 art",,,$a Leuven,http://resolver.libis.be/IE978916/representation,http://resolver.libis.be/IE978916/thumbnail,KU Leuven Libraries BIBC BRES TA00392
9984688950101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9984688950101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",18uu,\\\\,$a Gezicht op het klooster van de Engelse Zusters gelegen langs de Voer.,$a View of the convent of the English Sisters located along the river Voer.,"$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.","$a Le Couvent des Nonnes Anglaises, à la Voer",18,Engelse Zusters/Le Couvent des Nonnes Anglaises ,50.878875,4.692156,Religious buildings,,$a VoL Building type$x monastery°°° $a VoL Building type$x churches (church buildings),,"$a VoL Street$x Leuven, Kapucijnenvoer (formerly: Vrijheidsstraat)",,,"$a Joos, A.°°° $4 art",,,$a Leuven,http://resolver.libis.be/IE978923/representation,http://resolver.libis.be/IE978923/thumbnail,KU Leuven Libraries BIBC BRES TA00393
9984691560101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9984691560101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",18uu,\\\\,$a Gezicht op het Klooster der dominicanessen.,$a Face of the Dominican Monastery.,"$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.","$a Le Couvent des Dominicaines, fondé en 1652",18,Onze-Lieve-Vrouw-ten-Predikherenkerk,50.87893,4.6961,Religious buildings,,$a VoL Building type$x churches (church buildings),"$a VoL Building$x Leuven, Dominikanenessenklooster","$a VoL Street$x Leuven, Brouwersstraat (formerly: Predikherenstraat/Prekerenstraat)",,,"$a Joos, A.°°° $4 art",,,$a Leuven,http://resolver.libis.be/IE978930/representation,http://resolver.libis.be/IE978930/thumbnail,KU Leuven Libraries BIBC BRES TA00394
9984691640101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9984691640101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",18uu,\\\\,$a Binnenaanzicht van het klooster van de dominicanessen.,$a Inside view of the Dominican monastery.,"$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.","$a Vue intérieure du Couvent des Dominicaines, fondé en 1652",18,Onze-Lieve-Vrouw-ten-Predikherenkerk,50.87893,4.6961,Religious buildings,,$a VoL Building type$x churches (church buildings),"$a VoL Building$x Leuven, Dominikanenessenklooster",,,,"$a Joos, A.°°° $4 art",,,$a Leuven,http://resolver.libis.be/IE978937/representation,http://resolver.libis.be/IE978937/thumbnail,KU Leuven Libraries BIBC BRES TA00395
9984691840101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9984691840101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",18uu,\\\\,"$a Gezicht op het klooster van de Geschoeide Karmelitessen te Leuven met omheining, kerk met barkgevel op de achtergrond.","$a View of the convent of the Discalced Carmelites in Leuven with fence, church with baroque facade in the background.","$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.",$a Le Couvent des Carmélites chaussées,18,Klooster der Ongeschoeide Karmelieten,50.87262,4.6994,Religious buildings,,$a VoL Building type$x churches (church buildings)°°° $a VoL Building type$x monastery,"$a VoL Building$x Leuven, Klooster van de Geschoeide Karmelietessen (Sint-Niklaas)","$a VoL Street$x Leuven, Vlamingenstraat (formerly: Brutusstraat)",,,"$a Joos, A.°°° $4 art°°° $3 graphic artist",,,$a Leuven,http://resolver.libis.be/IE978944/representation,http://resolver.libis.be/IE978944/thumbnail,KU Leuven Libraries BIBC BRES TA00396
9984692080101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9984692080101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",18uu,\\\\,"$a Gezicht op de Sint-Jan-de-Doperkerk. Bovenaan, rechts een inzet met de voorstelling van de hoofdingang.","$a View of St. John the Baptist Church. At the top, on the right an inset depicting the main entrance.","$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.","$a L'église du grand béguinage, bâtie en 1305",18,"Sint-Jan-de-Doperkerk, Groot Begijnhof ",50.87138,4.69747,Religious buildings,,$a VoL Building type$x churches (church buildings)°°° $a VoL Building type$x begijnhofchurches°°° $a VoL Building type$x beguinages,"$a VoL Building$x Leuven, Sint-Jan-de-Doperkerk/Groot Begijnhof","$a VoL Street$x Leuven, Groot Begijnhof",,,"$a van Peteghem, Lodewijk Jozef°°° $g Belgian painter, draughtsman, etcher, lithographer°°° $d 1825-1900°°° $4 art°°° $3 designer and graphic artist",,,$a Leuven,http://resolver.libis.be/IE978951/representation,http://resolver.libis.be/IE978951/thumbnail,KU Leuven Libraries BIBC BRES TA00397
9984692600101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9984692600101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",18uu,\\\\,$a Refugiehuis van de abdij van Park met bovenaan rechts wapenschild van abt Wyten. Refugiehuis van de abdij van Vlierbeek.,$a Refugue House of Park Abbey with on top right the coat of arms of Abbot Wyten. Refugue house of the abbey of Vlierbeek.,"$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.",$a Partie du Refuge de l'Abbaye de Parc / Refuge de l'Abbaye de Vlierbeek,18,Abdij van Park,50.86428,4.71738,Religious buildings,,,"$a VoL Building$x Heverlee, Abdij van Park°°° $a VoL Building$x Kessel-Lo, Abdij van Vlierbeek","$a VoL Street$x Leuven, Minderbroedersstraat (formerly: Vredestraat)°°° $a VoL Street$x Leuven, Diestsestraat",,,"$a van Peteghem, Lodewijk Jozef°°° $g Belgian painter, draughtsman, etcher, lithographer°°° $d 1825-1900°°° $4 art°°° $3 designer and graphic artist",,,$a Leuven,http://resolver.libis.be/IE978958/representation,http://resolver.libis.be/IE978958/thumbnail,KU Leuven Libraries BIBC BRES TA00398
9984693070101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9984693070101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",18uu,\\\\,$a Gezicht op het Sint-Pietersziekenhuis met Romaanse Poort. Op de achtergrond is het stadhuis te zien.,$a View of St. Peter's Hospital with Romanesque Gate. In the background you can see the town hall.,"$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.",$a L'ancien hôpital civil de Louvain.,18,Sint-Pietersziekenhuis,50.88006,4.69522,Civic buildings,,$a VoL Building type$x hospitals (gasthuizen (hospitals)),,"$a VoL Street$x Leuven, Brusselsestraat (formerly: Steenstraat/Wijngaardstraat)",,,"$a Joos, A.°°° $d 1825-1870°°° $4 art","$a Van Gobbelschroy, Bernard Vos°°° $g Belgian painter°°° $4 art",,$a Leuven,http://resolver.libis.be/IE978965/representation,http://resolver.libis.be/IE978965/thumbnail,KU Leuven Libraries BIBC BRES TA00399
9984693170101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9984693170101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",18uu,\\\\,$a Gezicht op het gasthuis van Sint-Laurens.,$a View of St. Lawrence's hospital.,"$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.",$a Hospice et chapelle de St. Laurent,18,Gasthuis van Sint-Laurens,50.881167,4.690049,Religious buildings,,$a VoL Building type$x nursing homes°°° $a VoL Building type$x hospitals (gasthuizen (hospitals))°°° $a VoL Building type$x churches (church buildings),,"$a VoL Street$x Leuven, Brusselsestraat (formerly: Steenstraat/Wijngaardstraat)",,,"$a Joos, A.°°° $4 art",,,$a Leuven,http://resolver.libis.be/IE978972/representation,http://resolver.libis.be/IE978972/thumbnail,KU Leuven Libraries BIBC BRES TA00400
9984693240101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9984693240101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",18uu,\\\\,"$a Gezicht op het godshuis van Heylwegen met de vertrekken, gebouwd rond een tuin.","$a View of the Heylwegen mansion with its rooms, built around a garden.","$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.","$a L'hospice van Heylwegen, fondé en 1555",18,Godshuis van Heylwegen,50.877767,4.691631,Religious buildings,,$a VoL Building type$x hospitals (gasthuizen (hospitals))°°° $a VoL Building type$x nursing homes,,"$a VoL Street$x Leuven, Minderbroedersstraat (formerly: Vredestraat)",,,"$a Otto, Henri°°° $g Belgian painter, active 19th C.°°° $4 art°°° $3 designer and graphic artist",,,$a Leuven,http://resolver.libis.be/IE978979/representation,http://resolver.libis.be/IE978979/thumbnail,KU Leuven Libraries BIBC BRES TA00401
9984693370101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9984693370101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",18uu,\\\\,$a Gezicht op de ingangspoort van het Godshuis van Halvermeylen met trapgevel en drie beelden.,$a View of the entrance gate to the House of God of Halvermeylen with stepped gable and three statues.,"$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.","$a Hospice van Halvermeylen, fondé en 1551",18,Godshuis van Halvermeylen,50.881112,4.690575,Religious buildings,,$a VoL Building type$x hospitals (gasthuizen (hospitals))°°° $a VoL Building type$x nursing homes,,"$a VoL Street$x Leuven, Brusselsestraat (formerly: Steenstraat/Wijngaardstraat)",,,"$a Joos, A.°°° $4 art",,,$a Leuven,http://resolver.libis.be/IE978986/representation,http://resolver.libis.be/IE978986/thumbnail,KU Leuven Libraries BIBC BRES TA00402
9984693470101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9984693470101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",18uu,\\\\,$a Gezicht op het Godshuis 'De Vijf Wonden van Christus' te Leuven.,$a View of the house of God 'The Five Wounds of Christ' in Leuven.,"$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.",$a Hospice des Cinq Plaies,18,Godshuis 'De Vijf Wonden van Christus' te Leuven,50.877756,4.691906,Religious buildings,,$a VoL Building type$x hospitals (gasthuizen (hospitals))°°° $a VoL Building type$x nursing homes,,"$a VoL Street$x Leuven, Minderbroedersstraat (formerly: Vredestraat)",,,"$a Otto, Henri°°° $g Belgian painter, active 19th C.°°° $4 art°°° $3 designer","$a van Peteghem, Lodewijk Jozef°°° $g Belgian painter, draughtsman, etcher, lithographer°°° $d 1825-1900°°° $4 art°°° $3 graphic artist",,$a Leuven,http://resolver.libis.be/IE978993/representation,http://resolver.libis.be/IE978993/thumbnail,KU Leuven Libraries BIBC BRES TA00403
9984693600101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9984693600101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",18uu,\\\\,"$a Gezicht op drie universitaire gebouwen: het Anatomisch Theater, de Vicus artium of het Kwartier van de Artes en de oude universiteitsbibliotheek met het uitbreidingsplan van 1778.","$a View of three university buildings: the Anatomical Theatre, the Vicus artium or Artes Quarter and the old university library with the 1778 expansion plan.","$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.","$a Amphitéatre d'Anatomie / Le Vicum, local de la faculté des Arts / Local de la Bibliothèque de l'Université",18,Theatrum Anatomicum,50.87785,4.69174,University buildings,,$a VoL Building type$x university buildings,"$a VoL Building$x Leuven, Anatomisch Theater (Amphiteatrum anatomicum)",,,,"$a Otto, Henri°°° $g Belgian painter, active 19th C.°°° $4 art","$a van Peteghem, Lodewijk Jozef°°° $g Belgian painter, draughtsman, etcher, lithographer°°° $d 1825-1900°°° $4 art",,$a Leuven,http://resolver.libis.be/IE979000/representation,http://resolver.libis.be/IE979000/thumbnail,KU Leuven Libraries BIBC BRES TA00404
9984740570101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9984740570101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",18uu,\\\\,"$a Gezicht op de pedagogie Het Varken. Onderaan gezicht op de hoofdingang van de pedagogie De Valk. Bovenaan de wapenschilden van de 4 pedagogieën: Het Varken, De Lelie, Het Kasteel en De Valk.","$a View of the Pedagogy The Pig. Bottom view of the main entrance of the pedagogy The Falcon. At the top the coats of arms of the 4 pedagogies: The Pig, The Lily, The Castle and The Falcon.","$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.","$a Armoiries des Quatres Pédagogies: Le Porc, Le Lys, Le Château, Le Faucon",18,Pedagogie Het Varken,50.87711,4.70191,University buildings,,$a VoL Building type$x university buildings,,"$a VoL Street$x Leuven, Tiensestraat°°° $a VoL Street$x Leuven, Hogeschoolplein (formerly: Sint-Michielsplein)",,,"$a van Peteghem, Lodewijk Jozef°°° $g Belgian painter, draughtsman, etcher, lithographer°°° $d 1825-1900°°° $4 art°°° $3 designer and graphic artist",,,$a Leuven,http://resolver.libis.be/IE979007/representation,http://resolver.libis.be/IE979007/thumbnail,KU Leuven Libraries BIBC BRES TA00405
9984740570101488,"https://limo.libis.be/primo-explore/search?query=any,contains,9984740570101488&tab=all_content_tab&search_scope=ALL_CONTENT&vid=KULeuven&lang=en_US&offset=0",18uu,\\\\,"$a Gezicht op de pedagogie Het Varken. Onderaan gezicht op de hoofdingang van de pedagogie De Valk. Bovenaan de wapenschilden van de 4 pedagogieën: Het Varken, De Lelie, Het Kasteel en De Valk.","$a View of the Pedagogy The Pig. Bottom view of the main entrance of the pedagogy The Falcon. At the top the coats of arms of the 4 pedagogies: The Pig, The Lily, The Castle and The Falcon.","$a illustration from: Edward Van Even, Louvain monumental ou Description historique et artistique de tous les édifices civils et religieux de la dite ville, Leuven, Fonteyn, 1860.","$a Armoiries des Quatres Pédagogies: Le Porc, Le Lys, Le Château, Le Faucon",18,Pedagogie De Valk,50.87792,4.70479,University buildings,,$a VoL Building type$x university buildings,,"$a VoL Street$x Leuven, Tiensestraat°°° $a VoL Street$x Leuven, Hogeschoolplein (formerly: Sint-Michielsplein)",,,"$a van Peteghem, Lodewijk Jozef°°° $g Belgian painter, draughtsman, etcher, lithographer°°° $d 1825-1900°°° $4 art°°° $3 designer and graphic artist",,,$a Leuven,http://resolver.libis.be/IE979007/representation,http://resolver.libis.be/IE979007/thumbnail,KU Leuven Libraries BIBC BRES TA00405
